Time (sec)	Arena	Track	Pos. X (mm)	Pos. Y (mm)	Label
7.03333	1	1	373.235	1031.36	1
7.06667	1	1	373.289	1030.73	1
7.1	1	1	373.338	1030.19	1
7.13333	1	1	373.418	1029.68	1
7.16667	1	1	373.58	1029.01	1
7.2	1	1	373.797	1028.24	1
7.23333	1	1	374.076	1027.52	1
7.26667	1	1	374.386	1026.77	1
7.3	1	1	374.629	1025.94	1
7.33333	1	1	374.842	1025.09	1
7.36667	1	1	375.152	1024.25	1
7.4	1	1	375.466	1023.43	1
7.43333	1	1	375.624	1022.62	1
7.46667	1	1	375.654	1021.74	1
7.5	1	1	375.64	1020.75	1
7.53333	1	1	375.606	1019.6	1
7.56667	1	1	375.545	1018.38	1
7.6	1	1	375.48	1017.18	1
7.63333	1	1	375.435	1016.02	1
7.66667	1	1	375.414	1014.92	1
7.7	1	1	375.407	1013.93	1
7.73333	1	1	375.355	1012.87	1
7.76667	1	1	375.295	1011.76	1
7.8	1	1	375.267	1010.79	1
7.83333	1	1	375.207	1009.82	1
7.86667	1	1	375.087	1008.66	1
7.9	1	1	375.005	1007.38	1
7.93333	1	1	374.938	1006.19	1
7.96667	1	1	374.832	1005.17	1
8	1	1	374.706	1004.32	1
8.03333	1	1	374.56	1003.57	1
8.06667	1	1	374.426	1002.89	1
8.1	1	1	374.313	1002.2	1
8.13333	1	1	374.178	1001.32	1
8.16667	1	1	374.043	1000.39	1
8.2	1	1	373.888	999.61	1
8.23333	1	1	373.58	999	1
8.26667	1	1	373.146	998.544	1
8.3	1	1	372.642	998.272	1
8.33333	1	1	372.327	998.249	1
8.36667	1	1	372.485	998.604	1
8.4	1	1	373.017	999.189	1
8.43333	1	1	373.577	999.502	1
8.46667	1	1	374.029	999.475	1
8.5	1	1	374.384	999.407	1
8.53333	1	1	374.554	999.337	1
8.56667	1	1	374.556	999.32	1
8.6	1	1	374.655	999.323	1
8.63333	1	1	374.94	999.229	1
8.66667	1	1	375.205	999.038	1
8.7	1	1	375.249	998.969	1
8.73333	1	1	375.155	998.894	1
8.76667	1	1	375.226	998.579	1
8.8	1	1	375.604	998.119	1
8.83333	1	1	375.909	997.845	1
8.86667	1	1	375.95	997.784	1
8.9	1	1	375.914	997.791	1
8.93333	1	1	375.958	997.734	1
8.96667	1	1	375.991	997.599	1
9	1	1	375.897	997.423	1
9.03333	1	1	375.689	997.249	1
9.06667	1	1	375.469	997.07	1
9.1	1	1	375.265	996.986	1
9.13333	1	1	375.095	996.992	1
9.16667	1	1	374.881	996.945	1
9.2	1	1	374.552	996.833	1
9.23333	1	1	374.257	996.723	1
9.26667	1	1	374.047	996.742	1
9.3	1	1	373.791	996.899	1
9.33333	1	1	373.456	997.074	1
9.36667	1	1	373.155	997.241	1
9.4	1	1	372.932	997.505	1
9.43333	1	1	372.784	997.745	1
9.46667	1	1	372.656	997.882	1
9.5	1	1	372.528	998.103	1
9.53333	1	1	372.448	998.414	1
9.56667	1	1	372.432	998.73	1
9.6	1	1	372.417	999.029	1
9.63333	1	1	372.369	999.244	1
9.66667	1	1	372.382	999.331	1
9.7	1	1	372.407	999.289	1
9.73333	1	1	372.311	999.069	1
9.76667	1	1	372.101	998.738	1
9.8	1	1	371.9	998.491	1
9.83333	1	1	371.776	998.379	1
9.86667	1	1	371.676	998.32	1
9.9	1	1	371.613	998.257	1
9.93333	1	1	371.587	998.154	1
9.96667	1	1	371.652	998.194	1
10	1	1	371.687	998.291	1
10.0333	1	1	371.641	998.259	1
10.0667	1	1	371.427	998.105	1
10.1	1	1	371.213	998.049	1
10.1333	1	1	371.058	998.055	1
10.1667	1	1	370.966	998.082	1
10.2	1	1	370.935	998.126	1
10.2333	1	1	370.976	998.216	1
10.2667	1	1	370.938	998.307	1
10.3	1	1	370.803	998.365	1
10.3333	1	1	370.696	998.409	1
10.3667	1	1	370.681	998.553	1
10.4	1	1	370.719	998.79	1
10.4333	1	1	370.762	998.974	1
10.4667	1	1	370.783	999.042	1
10.5	1	1	370.785	999.085	1
10.5333	1	1	370.786	999.174	1
10.5667	1	1	370.774	999.337	1
10.6	1	1	370.708	999.527	1
10.6333	1	1	370.568	999.632	1
10.6667	1	1	370.422	999.695	1
10.7	1	1	370.434	999.868	1
10.7333	1	1	370.548	1000.06	1
10.7667	1	1	370.513	1000.07	1
10.8	1	1	370.352	999.905	1
10.8333	1	1	370.283	999.795	1
10.8667	1	1	370.243	999.756	1
10.9	1	1	370.144	999.732	1
10.9333	1	1	370.08	999.707	1
10.9667	1	1	370.102	999.726	1
11	1	1	370.142	999.761	1
11.0333	1	1	370.194	999.79	1
11.0667	1	1	370.237	999.814	1
11.1	1	1	370.128	999.809	1
11.1333	1	1	369.849	999.723	1
11.1667	1	1	369.569	999.632	1
11.2	1	1	369.426	999.633	1
11.2333	1	1	369.388	999.679	1
11.2667	1	1	369.413	999.704	1
11.3	1	1	369.47	999.709	1
11.3333	1	1	369.598	999.728	1
11.3667	1	1	369.774	999.8	1
11.4	1	1	369.922	999.916	1
11.4333	1	1	370.026	999.904	1
11.4667	1	1	369.948	999.732	1
11.5	1	1	369.668	999.544	1
11.5333	1	1	369.326	999.458	1
11.5667	1	1	369.106	999.431	1
11.6	1	1	369.059	999.456	1
11.6333	1	1	369.133	999.5	1
11.6667	1	1	369.132	999.523	1
11.7	1	1	369.003	999.491	1
11.7333	1	1	368.975	999.458	1
11.7667	1	1	368.973	999.497	1
11.8	1	1	368.848	999.57	1
11.8333	1	1	368.649	999.675	1
11.8667	1	1	368.558	999.849	1
11.9	1	1	368.555	1000.03	1
11.9333	1	1	368.591	1000.14	1
11.9667	1	1	368.595	1000.3	1
12	1	1	368.604	1000.5	1
12.0333	1	1	368.769	1000.66	1
12.0667	1	1	368.983	1000.79	1
12.1	1	1	369.285	1000.94	1
12.1333	1	1	369.887	1001.05	1
12.1667	1	1	370.603	1001.1	1
12.2	1	1	371.115	1001.11	1
12.2333	1	1	371.486	1001.01	1
12.2667	1	1	372.063	1000.72	1
12.3	1	1	372.93	1000.3	1
12.3333	1	1	374.089	999.694	1
12.3667	1	1	375.371	998.935	1
12.4	1	1	376.651	998.137	1
12.4333	1	1	377.837	997.304	1
12.4667	1	1	378.989	996.312	1
12.5	1	1	380.075	995.281	1
12.5333	1	1	381.122	994.341	1
12.5667	1	1	382.191	993.452	1
12.6	1	1	383.232	992.647	1
12.6333	1	1	384.342	991.918	1
12.6667	1	1	385.519	991.165	1
12.7	1	1	386.61	990.345	1
12.7333	1	1	387.671	989.605	1
12.7667	1	1	388.958	988.946	1
12.8	1	1	390.384	988.399	1
12.8333	1	1	391.906	987.907	1
12.8667	1	1	393.506	987.419	1
12.9	1	1	395.162	986.94	1
12.9333	1	1	396.893	986.526	1
12.9667	1	1	398.878	986.197	1
13	1	1	401.118	985.988	1
13.0333	1	1	403.414	985.889	1
13.0667	1	1	405.768	985.996	1
13.1	1	1	408.185	986.285	1
13.1333	1	1	410.544	986.754	1
13.1667	1	1	412.98	987.412	1
13.2	1	1	415.705	988.256	1
13.2333	1	1	418.431	989.207	1
13.2667	1	1	420.918	990.27	1
13.3	1	1	423.225	991.398	1
13.3333	1	1	425.501	992.617	1
13.3667	1	1	427.829	994.137	1
13.4	1	1	430.156	995.93	1
13.4333	1	1	432.364	997.824	1
13.4667	1	1	434.47	999.691	1
13.5	1	1	436.551	1001.65	1
13.5333	1	1	438.533	1003.66	1
13.5667	1	1	440.355	1005.68	1
13.6	1	1	442.016	1007.77	1
13.6333	1	1	443.504	1010.05	1
13.6667	1	1	444.739	1012.49	1
13.7	1	1	445.761	1014.87	1
13.7333	1	1	446.587	1017.29	1
13.7667	1	1	447.175	1019.75	1
13.8	1	1	447.525	1022.24	1
13.8333	1	1	447.67	1024.75	1
13.8667	1	1	447.65	1027.45	1
13.9	1	1	447.459	1030.25	1
13.9333	1	1	447.11	1033.03	1
13.9667	1	1	446.59	1035.8	1
14	1	1	445.905	1038.55	1
14.0333	1	1	445.049	1041.18	1
14.0667	1	1	444.087	1043.71	1
14.1	1	1	442.959	1046.25	1
14.1333	1	1	441.656	1048.79	1
14.1667	1	1	440.316	1051.34	1
14.2	1	1	439.065	1053.96	1
14.2333	1	1	437.91	1056.49	1
14.2667	1	1	436.827	1058.88	1
14.3	1	1	435.743	1061.25	1
14.3333	1	1	434.549	1063.76	1
14.3667	1	1	433.543	1066.41	1
14.4	1	1	432.918	1068.98	1
14.4333	1	1	432.619	1070.71	1
14.4667	1	1	432.503	1071.28	1
14.5	1	1	432.554	1071.22	1
14.5333	1	1	432.713	1071.11	1
14.5667	1	1	433.069	1070.84	1
14.6	1	1	433.698	1070.31	1
14.6333	1	1	434.528	1069.71	1
14.6667	1	1	435.357	1069.32	1
14.7	1	1	436.049	1069.04	1
14.7333	1	1	436.711	1068.8	1
14.7667	1	1	437.298	1068.61	1
14.8	1	1	437.696	1068.54	1
14.8333	1	1	438.024	1068.55	1
14.8667	1	1	438.385	1068.61	1
14.9	1	1	438.667	1068.56	1
14.9333	1	1	438.864	1068.44	1
14.9667	1	1	439.093	1068.32	1
15	1	1	439.364	1068.21	1
15.0333	1	1	439.608	1068.12	1
15.0667	1	1	439.757	1068.06	1
15.1	1	1	439.766	1067.81	1
15.1333	1	1	439.692	1067.31	1
15.1667	1	1	439.533	1066.54	1
15.2	1	1	439.24	1065.78	1
